



Nombre;Sector;Palabras clave:;Fecha de incorporación al catálogo:;Fecha de actualización:;Fecha de obtención de datos desde:;Fecha de obtención de datos hasta:;Frecuencia de actualización:;Responsable del conjunto de datos:;Editor:;Licencia:;Lugar:;Formatos;Descargas;URL
Licencias urbanísticas otorgadas, declaraciones responsables y comunicaciones previas;urbanismo-infraestructuras;Licencias, urbanismo, contenedores, declaración responsable;16/03/2018;13/05/2024;01/01/2015;;mensual;Dirección General de Edificación, Gerencia Agencia de Actividades, Dirección General de Coordinación Territorial y Desconcentración;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,;8029;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=9f1d5601433b1610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Limpieza de espacios públicos. Ámbito de competencia y niveles de limpieza establecidos;medio-ambiente;limpieza, mapas, viaria, geoportal;07/02/2022;13/05/2024;;;anual;Dirección General de Servicios de Limpieza y Residuos;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;wms,;385;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=9cfecf300a3ce710VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Madrid Salud. Inspecciones para el control oficial de alimentos en establecimientos alimentarios;salud;establecimientos,alimentarios;20/08/2019;08/05/2024;01/01/2017;31/03/2024;trimestral;Organismo Autónomo Madrid Salud;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;8238;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=9e0b20a1f7eac610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Mercados Municipales;comercio;mercado, comercio, frutería, carnicería, www.madrid.es;12/03/2014;08/05/2024;;;continua;Dirección General de Comercio, Hostelería y Consumo;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,json,api,rdf,geo,xml,;23079;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=b9f7530479243410VgnVCM1000000b205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Mobiliario urbano y juegos. Elementos homologados;urbanismo-infraestructuras;mobiliario, juegos;12/03/2014;05/06/2024;;31/03/2024;anual;Dirección General del Espacio Público, Obras e Infraestructuras;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;42096;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=84e0aa0240b73410VgnVCM2000000c205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Mobiliario urbano. Bancos;medio-ambiente;bancos , asientos;23/06/2017;08/06/2024;;30/09/2023;diaria;Dirección General de Servicios de Limpieza y Residuos;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,json,zip,xls,xml,;10223;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=c16d5949a2a8a510VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Mobiliario urbano. Papeleras con dispensador de bolsas de excrementos para perros;medio-ambiente;perro , perros, caca, excrementos, mierda, mobiliario, papelera;03/02/2017;08/06/2024;;21/03/2023;diaria;Dirección General de Servicios de Limpieza y Residuos;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,json,zip,xls,api,xml,;9599;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=fc4d8755e0bc9510VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Monumentos de la ciudad de Madrid;cultura-ocio;monumentos, www.madrid.es;08/07/2019;08/06/2024;;;continua;Dirección General de Patrimonio Cultural;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,json,api,rdf,geo,xml,;19197;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=eb8e993ae322b610VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Moto. Reservas moto;transporte;tráfico aparcamiento medio ambiente congestión motocicletas contaminación atmosférica;15/04/2014;11/04/2024;;09/04/2024;semestral;Dirección General de Sostenibilidad y Control Ambiental;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,kmz,geo,;12557;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=665fb5bbec4e4410VgnVCM2000000c205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Multas de circulación: detalle;transporte;multas, multas de tráfico, infracciones, infracciones de tráfico, trafico, Multas de circulación, TranspaMultas, TranspaMovilidad;17/12/2014;05/06/2024;01/09/2014;29/02/2024;mensual;Dirección General de Gestión y Vigilancia de la Circulación;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,txt,;251618;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=fb9a498a6bdb9410VgnVCM1000000b205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Museos de la ciudad de Madrid;cultura-ocio;museos, cultura, www.madrid.es;12/03/2014;05/06/2024;;;continua;Dirección General de Bibliotecas, Archivos y Museos;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,json,api,rdf,geo,xml,;57936;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=118f2fdbecc63410VgnVCM1000000b205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Obras públicas planificadas y en ejecución;urbanismo-infraestructuras;Uso urbanístico, uso según planeamiento, uso PGOUM, geoportal;18/01/2022;05/06/2024;;;sindefinir;Dirección General del Espacio Público, Obras e Infraestructuras;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;shp,;1456;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=aa252affeefec710VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Oficina Municipal de Información al Consumidor;sector-publico;información, consumidor, consumo, OMIC, www.madrid.es;12/03/2014;05/06/2024;;;continua;Dirección General de Comercio, Hostelería y Consumo;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,json,api,rdf,geo,xml,;9026;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=2a470dbd701e3410VgnVCM2000000c205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Oficinas de Atención al Ciudadano de Policía Municipal;seguridad;oficina policia OAC;08/07/2014;05/06/2024;;;continua;Dirección General de la Policía Municipal;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,json,api,rdf,geo,xml,;20529;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=2dcb729e61096410VgnVCM2000000c205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Oficinas de Línea Madrid;sector-publico;oficinas, línea madrid, atención ciudadano, www.madrid.es;12/03/2014;05/06/2024;;;continua;Dirección General de Atención a la Ciudadanía;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,json,api,rdf,geo,xml,;25446;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=de8005fdca003410VgnVCM2000000c205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Oficinas de registro;sector-publico;oficinas, registro, www.madrid.es;12/03/2014;05/06/2024;;;continua;Dirección General de Atención a la Ciudadanía;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,json,api,rdf,geo,xml,;18404;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=a64c53224b3b3410VgnVCM2000000c205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Oficinas de turismo en Madrid;turismo;turismo, www.madrid.es;22/05/2014;05/06/2024;;;continua;Dirección General de Atención a la Ciudadanía;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,json,api,rdf,geo,xml,;14818;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=7240e6bffbfe5410VgnVCM1000000b205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Padrón Municipal;demografia;estadística, padrón, población, habitantes;12/03/2014;13/05/2024;;;mensual;Dirección General de Contratación y Servicios - Subdirección General de Estadística;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,json,api,xml,;20409;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=1d755cde99be2410VgnVCM1000000b205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Padrón Municipal. Histórico;demografia;padron estadistica demografia historico municipal;07/10/2014;13/05/2024;;;mensual;Dirección General de Contratación y Servicios - Subdirección General de Estadística;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,json,txt,xml,;157521;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=5deb7700f69e8410VgnVCM2000000c205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Panel de indicadores de distritos y barrios de Madrid. Estudio sociodemográfico;sector-publico;panel, indicadores, distritos, barrios, estudio, sociodemográfico;15/02/2017;06/06/2024;01/01/2016;31/12/2023;anual;Dirección General de Coordinación Territorial y Desconcentración;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;30276;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=71359583a773a510VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
PGOUM 97. Condiciones de la Edificación;urbanismo-infraestructuras;Protección del Patrimonio, Catálogo, Condiciones de edificación, Plan General, geoportal;26/06/2017;06/06/2024;;17/04/1997;sindefinir;Dirección General de Planificación Estratégica;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;zip,shp,;2386;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=becc1cae5c4dc510VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
PGOUM 97. Plano de ordenación;urbanismo-infraestructuras;PGOUM, edificabilidad, urbanismo, ordenación, planeamiento, Plan General, geoportal;16/06/2017;06/06/2024;;17/04/1997;sindefinir;Dirección General de Planificación Estratégica;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;zip,shp,;7829;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=98fca5b5cfbac510VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Placas conmemorativas de Madrid;cultura-ocio;Placas conmemorativas, Memoria de Madrid, Biblioteca Digital memoriademadrid, personajes, historia de Madrid, www.memoriademadrid.es;10/06/2019;29/04/2024;;13/03/2024;semestral;Dirección General de Bibliotecas, Archivos y Museos;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,geo,xml,;11697;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=280dcd80f310a610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Placas Stolpersteine instaladas en la ciudad Madrid;sociedad-bienestar;Placas, Stolpersteine;23/06/2020;08/02/2024;;01/02/2024;anual;Dirección general de coordinación territorial y desconcentración;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,geo,;5252;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=d0802ea16a892710VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Planeamiento urbanístico. Expedientes tramitados;urbanismo-infraestructuras;PGOUM, modificaciones aprobadas, planes parciales, urbanismo, plan general ordenación urbana, geoportal;18/05/2017;08/02/2024;;;diaria;Dirección General de Planificación Estratégica;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,shp,;1590;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=03d9b6909ca1c510VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Planes de formación del Ayuntamiento de Madrid de empleados públicos;sector-publico;formacion, empleados pubicos, plan;28/02/2018;28/05/2024;;27/05/2024;semestral;Dirección General de Planificación de Recursos Humanos;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,json,xls,;10354;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=9c759f8885b61610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Planes de gestión del arbolado de zonas verdes y del viario;medio-ambiente;poda arbolado;10/08/2017;08/05/2024;;;trimestral;Dirección General de Gestión del Agua y Zonas Verdes;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;21431;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=8ec815647a88d510VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Plazas de estacionamiento para personas de movilidad reducida;transporte;movilidad reducida estacionamiento para minusválidos, aparcamientos estacionamientos;12/08/2014;18/12/2023;;14/12/2023;anual;Dirección General de Sostenibilidad y Control Ambiental;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,kmz,geo,;24933;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=dd5900ac205a7410VgnVCM2000000c205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Población por distrito y barrio a 1 de enero;demografia;demografía, padrón, habitantes, estadística;23/03/2022;11/07/2023;01/01/2018;01/01/2023;anual;Dirección General de Contratación y Servicios - Subdirección General de Estadística;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,;3056;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=0cccaebc07c1f710VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Policía Municipal. Datos estadísticos actuaciones Policía Municipal;seguridad;policia convivencia, seguridad vial, detenidos imputados;09/04/2015;23/05/2024;01/01/2014;30/04/2024;mensual;Dirección General de la Policía Municipal;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,;155007;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=bffff1d2a9fdb410VgnVCM2000000c205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Presupuestos. Proyecto de Presupuesto General 2024;sector-publico;proyecto, Presupuesto 2024;20/11/2023;13/03/2024;;;sindefinir;Dirección General de Presupuestos;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;1283;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=9dc72ea3c68bb810VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Principales parques y jardines municipales;medio-ambiente;parques, jardines, Retiro, Rosaleda, Jardín Botánico, Casa de Campo;12/03/2014;13/03/2024;;;anual;Dirección General de Gestión del Agua y Zonas Verdes;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,json,api,rdf,geo,xml,;54547;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=dc758935dde13410VgnVCM2000000c205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Publicidad institucional;sector-publico;Publicidad institucional ,  inversiones en publicidad , prensa , medios de comunicacion;17/03/2016;29/04/2024;01/01/2004;;trimestral;Dirección General de Comunicación;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,;22314;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=1c2e2c13f9483510VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Puntos de información turística;turismo;información, turistas, equipamientos, turismo, www.madrid.es;12/03/2014;29/04/2024;;;continua;Dirección General de Atención a la Ciudadanía;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,json,api,rdf,geo,xml,;13771;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=ee5e692e74c63410VgnVCM2000000c205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Puntos Limpios de Proximidad;medio-ambiente;puntos,limpios,proximidad;05/03/2018;09/05/2023;;08/05/2023;trimestral;Dirección General de Servicios de Limpieza y Residuos;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;41617;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=b0423150b95f1610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Puntos Limpios Fijos;medio-ambiente;resíduos, puntos, limpios, reciclaje, www.madrid.es;12/03/2014;09/05/2023;;;continua;Dirección General de Servicios de Limpieza y Residuos;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,json,api,rdf,geo,xml,;173299;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=2bb427e0cb503410VgnVCM1000000b205a0aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Puntos Limpios Móviles;medio-ambiente;resíduos, puntos, limpios, reciclaje, depósito de residuos, basura;14/03/2017;09/05/2023;;31/12/2023;anual;Dirección General de Servicios de Limpieza y Residuos;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;47720;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=0803d8bf938ba510VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Radares;transporte;radares calle 30 , radar tramo;10/06/2016;12/04/2024;;;sindefinir;Dirección General de la Policía Municipal y Dirección General de Gestión y Vigilancia de la Circulación;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,geo,kml,;25949;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=4678f7de62435510VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Ranking de vulnerabilidad de los distritos y barrios de Madrid;sector-publico;Ranking, vulnerabilidad, distritos, barrios ;18/01/2019;15/12/2020;01/01/2018;31/12/2019;informacionhistorica;Dirección General de Participación Ciudadana;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,;9509;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=d029ed1e80d38610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Recogida de residuos;medio-ambiente;residuos, residuo, recogida;07/08/2017;17/05/2024;01/01/2017;31/03/2024;trimestral;Dirección General de Servicios de Limpieza y Residuos;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;16463;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=86e4ee950779d510VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Recursos Humanos Efectivos;sector-publico;recursos, humanos, efectivos;17/06/2022;13/05/2024;31/05/2022;31/05/2023;mensual;Dirección General de Planificación de Recursos Humanos;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,json,api,xml,;120480;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=b2d831fa21d41810VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Red topográfica de Madrid (RTM);urbanismo-infraestructuras;red, topografia, geoportal;20/02/2018;13/05/2024;;;anual;Dirección General de Planificación Estratégica;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,zip,shp,;2015;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=49713c7cfc981610VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Registro de animales potencialmente peligrosos;salud;inspecciones-veterinarios-madrid-salud;28/11/2018;19/05/2023;01/01/2002;31/12/2022;semestral;Organismo Autónomo Madrid Salud;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;xls,;1402;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=9317d7cb8a957610VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Relación de Puestos de Trabajo (RPT) del Ayuntamiento de Madrid y Organismos Autónomos 2022;sector-publico;rpt, puestos empleados trabajadores, puestos de trabajo;27/04/2022;25/01/2023;01/01/2022;31/12/2022;informacionhistorica;Dirección General de Costes y Gestión de Personal;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;9982;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=783504e3baa60810VgnVCM2000001f4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Relación de Puestos de Trabajo (RPT) del Ayuntamiento de Madrid y Organismos Autónomos 2023;sector-publico;rpt, puestos empleados trabajadores, puestos de trabajo;21/04/2023;23/01/2024;01/01/2023;31/12/2023;informacionhistorica;Dirección General de Costes y Gestión de Personal;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;2430;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=4151f72e953a7810VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Relación de Puestos de Trabajo (RPT) del Ayuntamiento de Madrid y Organismos Autónomos 2024;sector-publico;rpt, puestos empleados trabajadores, puestos de trabajo;18/04/2024;18/04/2024;01/01/2024;31/03/2024;trimestral;Dirección General de Costes y Gestión de Personal;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;732;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=05598fbd8dfee810VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
Retirada y recogida de animales muertos;medio-ambiente;residuos, residuo, recogida  perro, gato, rata, paloma ;30/08/2021;20/05/2024;01/06/2021;20/05/2024;mensual;Dirección General de Servicios de Limpieza y Residuos;Ayuntamiento de Madrid;https://datos.madrid.es/egob/catalogo/aviso-legal;Madrid,;csv,xls,;2206;https://datos.madrid.es/portal/site/egob/menuitem.c05c1f754a33a9fbe4b2e4b284f1a5a0/?vgnextoid=492536fc9080a710VgnVCM1000001d4a900aRCRD&vgnextchannel=374512b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default
